_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
23557,551,6355068,KING EDWARD JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,112 LIPPINCOTT ST,English Public,6355068,112,Lippincott St,112 Lippincott St,M5S 2P1,former Toronto,Toronto,King Edward Public School,102001,20006084,112,,,,3857,312268.125,4835370.828,43.65825269810001,-79.4074121749,"{u'type': u'Point', u'coordinates': (-79.407408935, 43.6582441161)}"
23558,552,71098,KING GEORGE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,25 REXFORD RD,English Public,71098,25,Rexford Rd,25 Rexford Rd,M6S 2M2,York,Toronto,King George Public School,102001,9403,25,,,,838,305857.59,4835913.173,43.6631712711,-79.486890018,"{u'type': u'Point', u'coordinates': (-79.4868867513, 43.6631626964)}"
23559,553,515827,KING'S ACADEMY,,PR,,77 FINCH AVE W,Private,515827,77,Finch Ave W,77 Finch Ave W,M2N 2H5,North York,Toronto,,100001,14234749,77,,,,1610,311069.342,4848681.712,43.7780783289,-79.4221198558,"{u'type': u'Point', u'coordinates': (-79.4221165959, 43.7780697274)}"
23560,554,533947,KINGSLAKE PUBLIC SCHOOL,,EP,Toronto District School Board,90 KINGSLAKE RD,English Public,533947,90,Kingslake Rd,90 Kingslake Rd,M2J 3E8,North York,Toronto,Kingslake Public School,102001,437389,90,,,,5972,317232.885,4849436.063,43.78478191,-79.345530245,"{u'type': u'Point', u'coordinates': (-79.3455302478, 43.7847819083)}"
23561,555,8740071,KINGSLEY PRIMARY,,PR,,3962 BLOOR ST W,Private,8740071,3962,Bloor St W,3962 Bloor St W,M9B 1M3,Etobicoke,Toronto,St Matthews Anglican Church,109001,8740062,3962,,,,458,300851.076,4833272.255,43.6393896907,-79.5489473913,"{u'type': u'Point', u'coordinates': (-79.5489441029, 43.6393811176)}"
23562,556,1045581,KINGSVIEW VILLAGE JUNIOR SCHOOL,,EP,Toronto District School Board,1 YORK RD,English Public,1045581,1,York Rd,1 York Rd,M9R 3C8,Etobicoke,Toronto,Kingsview Village Public School,102001,908522,1,,,,2832,300706.192,4839769.776000001,43.697866656,-79.55078912399999,"{u'type': u'Point', u'coordinates': (-79.5507891279, 43.6978666585)}"
23563,557,3125850,KINGSWAY COLLEGE,,PR,,4600 DUNDAS ST W,Private,3125850,4600,Dundas St W,4600 Dundas St W,M9A 1A5,Etobicoke,Toronto,St Georges Church,109001,3125849,4600,,,,558,303087.553,4835221.428,43.6569434147,-79.5212340243,"{u'type': u'Point', u'coordinates': (-79.5212307439, 43.6569348409)}"
23564,558,1037710,KIPLING COLLEGIATE INSTITUTE,,EP,Toronto District School Board,380 THE WESTWAY,English Public,1037710,380,The Westway,380 The Westway,M9R 1H4,Etobicoke,Toronto,Kipling Collegiate Institute,102002,909272,380,,,,2606,299772.989,4838372.998,43.6852966988,-79.5623570169,"{u'type': u'Point', u'coordinates': (-79.5623537179, 43.685288123)}"
23565,559,8120790,KISOMO,,PR,,15 BETHRIDGE RD,Private,8120790,15,Bethridge Rd,15 Bethridge Rd,M9W 1M6,Etobicoke,Toronto,,115001,30107530,15,,,,1165,299309.299,4840834.571,43.707442148999995,-79.568130287,"{u'type': u'Point', u'coordinates': (-79.5681302842, 43.7074421543)}"
23566,560,11248000,KNB LEARNING,,PR,,3 RINGWAY CRES,Private,11248000,3,Ringway Cres,3 Ringway Cres,M9W 1X2,Etobicoke,Toronto,,115001,30076074,3,,,,2379,300585.46,4841995.619,43.717901383999994,-79.55230439,"{u'type': u'Point', u'coordinates': (-79.552304387, 43.7179013805)}"
23567,561,384283,KNOB HILL PUBLIC SCHOOL,,EP,Toronto District School Board,25 SEMINOLE AVE,English Public,384283,25,Seminole Ave,25 Seminole Ave,M1J 1M8,Scarborough,Toronto,Knob Hill Junior Public School,102001,110291,25,,,,8917,324952.433,4845067.732,43.7453008866,-79.2497882292,"{u'type': u'Point', u'coordinates': (-79.2497850292, 43.7452922847)}"
23568,562,559929,LA CITADELLE INTERNATIONAL ACADEMY OF ARTS & SCIENCES,,PR,,36 SCARSDALE RD,Private,559929,36,Scarsdale Rd,36 Scarsdale Rd,M3B 2R7,North York,Toronto,,113001,30084194,36,,,,6662,316501.50899999996,4845288.311000001,43.747459286,-79.354707432,"{u'type': u'Point', u'coordinates': (-79.3547074371, 43.747459284)}"
23569,563,1011402,LAKESHORE COLLEGIATE INSTITUTE,,EP,Toronto District School Board,350 KIPLING AVE,English Public,1011402,350,Kipling Ave,350 Kipling Ave,M8V 3L1,Etobicoke,Toronto,Lakeshore Collegiate Institute,102002,914446,350,,,,1935,303253.106,4829069.961,43.6015719891,-79.51916391270001,"{u'type': u'Point', u'coordinates': (-79.5191606371, 43.6015634242)}"
23570,564,2921932,LAKESHORE LINC CENTRE,,ES,Toronto Catholic District School Board,2275 LAKE SHORE BLVD W,English Separate,2921932,2275,Lake Shore Blvd W,2275 Lake Shore Blvd W,M8V 3Y3,Etobicoke,Toronto,,104008,14660388,2275,,,,1962,305983.349,4831069.916,43.619575104300004,-79.4853413072,"{u'type': u'Point', u'coordinates': (-79.4853380485, 43.6195665331)}"
23571,565,534646,LAMBERTON  PUBLIC SCHOOL,,EP,Toronto District School Board,33 LAMBERTON BLVD,English Public,534646,33,Lamberton Blvd,33 Lamberton Blvd,M3J 1G6,North York,Toronto,Lamberton Public School,102001,440937,33,,,,5999,304572.54600000003,4845966.298,43.753662891800005,-79.5028277727,"{u'type': u'Point', u'coordinates': (-79.5028244891, 43.7536543018)}"
23572,566,7033947,LAMBTON KINGSWAY JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,525 PRINCE EDWARD DR N,English Public,7033947,525,Prince Edward Dr N,525 Prince Edward Dr N,M8X 2M6,Etobicoke,Toronto,Lambton-Kingsway Junior Middle School,102001,7033940,525,,,,10300,304048.7,4835412.598,43.6586658017,-79.5093180864,"{u'type': u'Point', u'coordinates': (-79.5093148073, 43.6586572209)}"
23573,567,52404,LAMBTON PARK COMMUNITY SCHOOL,,EP,Toronto District School Board,50 BERNICE CRES,English Public,52404,50,Bernice Cres,50 Bernice Cres,M6N 1W9,York,Toronto,Lambton Park Community School,102001,9328,50,,,,445,304936.49199999997,4836403.383,43.66758456189999,-79.49831075770001,"{u'type': u'Point', u'coordinates': (-79.4983074871, 43.6675759817)}"
23574,568,312017,L'AMOREAUX COLLEGIATE INSTITUTE,,EP,Toronto District School Board,2501 BRIDLETOWNE CRCL,English Public,312017,2501,Bridletowne Crcl,2501 Bridletowne Crcl,M1W 2K1,Scarborough,Toronto,Lamoreaux Collegiate Institute,102002,104968,2501,,,,7426,319438.363,4851455.393999999,43.802926378500004,-79.31807697720001,"{u'type': u'Point', u'coordinates': (-79.3180737472, 43.8029177681)}"
23575,569,7641687,LANOR JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,450 LANOR AVE,English Public,7641687,450,Lanor Ave,450 Lanor Ave,M8W 2S1,Etobicoke,Toronto,Lanor Junior Middle School,102001,7641688,450,,,,1972,301184.272,4829952.624,43.609501481,-79.544792183,"{u'type': u'Point', u'coordinates': (-79.544792185, 43.6095014861)}"
23576,570,4833177,LAUREATE INTERNATIONAL COLLEGE,,PR,,240 DUNCAN MILL RD,Private,4833177,240,Duncan Mill Rd,240 Duncan Mill Rd,M3B 3S6,North York,Toronto,,104008,30005251,240,,,,5455,316760.662,4846928.6280000005,43.762228523299996,-79.35145636979999,"{u'type': u'Point', u'coordinates': (-79.3514531391, 43.7622199228)}"
23577,571,10379215,LAWRENCE HEIGHTS MIDDLE SCHOOL,,EP,Toronto District School Board,50 HIGHLAND HILL,English Public,10379215,50,Highland Hill,50 Highland Hill,M6A 2R1,North York,Toronto,Lawrence Heights Middle School,102001,10379214,50,,,,5833,308741.865,4842321.058999999,43.720840841400005,-79.4510805133,"{u'type': u'Point', u'coordinates': (-79.4510772509, 43.7208322544)}"
23578,572,8344129,LAWRENCE PARK COLLEGIATE INSTITUTE,,EP,Toronto District School Board,125 CHATSWORTH DR,English Public,8344129,125,Chatsworth Dr,125 Chatsworth Dr,M4R 1S1,former Toronto,Toronto,Lawrence Park Collegiate Institute,102002,8344132,125,,,,3149,312016.048,4842478.267,43.722231298500006,-79.410442321,"{u'type': u'Point', u'coordinates': (-79.4104390775, 43.7222227052)}"
23579,573,3244917,LEASIDE HIGH SCHOOL,,EP,Toronto District School Board,200 HANNA RD,English Public,3244917,200,Hanna Rd,200 Hanna Rd,M4G 3N8,East York,Toronto,Leaside High School,102002,347,200,,,,187,315071.64,4841240.228999999,43.711042823,-79.372538746,"{u'type': u'Point', u'coordinates': (-79.3725387474, 43.7110428289)}"
23580,574,7110840,LEDBURY PARK ELEMENTARY & MIDDLE SCHOOL,,EP,Toronto District School Board,95 FALKIRK ST,English Public,7110840,95,Falkirk St,95 Falkirk St,M5M 4K1,North York,Toronto,Ledbury Elementary Middle School,102001,7110841,95,,,,5551,310666.515,4843054.933,43.727425311000005,-79.427182305,"{u'type': u'Point', u'coordinates': (-79.4271823065, 43.7274253088)}"
23581,575,50614,LEO BAECK DAY SCHOOL - SOUTH CAMPUS,,PR,,501 ARLINGTON AVE,Private,50614,501,Arlington Ave,501 Arlington Ave,M6C 3A4,York,Toronto,Arlington Middle School,102005,30088089,501,,,,412,310205.159,4839150.805,43.69228673600001,-79.432948033,"{u'type': u'Point', u'coordinates': (-79.4329480384, 43.692286738)}"
23582,576,7792249,LEONARDO DA VINCI ACADEMY OF ARTS AND SCIENCES,,PR,,100 ALLANHURST DR,Private,7792249,100,Allanhurst Dr,100 Allanhurst Dr,M9A 4K4,Etobicoke,Toronto,Leonardo Da Vinci Academy,102005,7792240,100,,,,1031,303229.894,4837800.211,43.680147631000004,-79.519473519,"{u'type': u'Point', u'coordinates': (-79.5194735179, 43.6801476372)}"
23583,577,536699,LESCON PUBLIC SCHOOL,,EP,Toronto District School Board,34 LESCON RD,English Public,536699,34,Lescon Rd,34 Lescon Rd,M2J 2G6,North York,Toronto,Lescon Public School - Building Grounds,102001,437795,34,,,,6046,316250.989,4848995.216,43.780829622,-79.357738981,"{u'type': u'Point', u'coordinates': (-79.3577389782, 43.7808296263)}"
23584,578,832942,LESLIEVILLE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,254 LESLIE ST,English Public,832942,254,Leslie St,254 Leslie St,M4M 3C9,former Toronto,Toronto,Leslieville Public School Junior,102001,1142529,254,,,,225,318315.468,4836388.677,43.667329353199996,-79.332410943,"{u'type': u'Point', u'coordinates': (-79.3324077239, 43.6673207679)}"
23585,579,390705,LESTER B PEARSON COLLEGIATE INSTITUTE,,EP,Toronto District School Board,150 TAPSCOTT RD,English Public,390705,150,Tapscott Rd,150 Tapscott Rd,M1B 2L2,Scarborough,Toronto,Lester B Pearson Collegiate Institute,102002,104524,150,,,,9057,326858.165,4851526.386,43.80337278100001,-79.225858049,"{u'type': u'Point', u'coordinates': (-79.2258580493, 43.8033727841)}"
23586,580,9487216,LESTER B PEARSON ELEMENTARY SCHOOL,,EP,Toronto District School Board,7 SNOWCREST AVE,English Public,9487216,7,Snowcrest Ave,7 Snowcrest Ave,M2K 2K5,North York,Toronto,Lester B. Pearson Elementary School,115001,9487214,7,,,,6738,313856.739,4850268.018999999,43.7923280498,-79.3874655672,"{u'type': u'Point', u'coordinates': (-79.3874623163, 43.7923194425)}"
23587,581,8754456,LIBERTY PREPARATORY SCHOOL - CORKTOWN,,PR,,162 PARLIAMENT ST,Private,8754456,162,Parliament St,162 Parliament St,M5A 2Z1,former Toronto,Toronto,,115001,8754429,162,,,,4162,315710.186,4835017.383,43.655028696,-79.36474415069999,"{u'type': u'Point', u'coordinates': (-79.3647409261, 43.655020111)}"
23588,582,537109,LILLIAN PUBLIC SCHOOL,,EP,Toronto District School Board,1059 LILLIAN ST,English Public,537109,1059,Lillian St,1059 Lillian St,M2M 3G1,North York,Toronto,Lillian Public School,102001,3252289,1059,,,,3850,312010.233,4850877.0139999995,43.7978299753,-79.4104017588,"{u'type': u'Point', u'coordinates': (-79.4103985022, 43.7978213697)}"
23589,583,30114181,LITTLE OWL PRESCHOOL ELEMENTARY,,PR,,99A SHEPPARD AVE W,Private,30114181,99A,Sheppard Ave W,99A Sheppard Ave W,,North York,Toronto,,115001,439927,99,A,,,6699,311560.078,4846688.615,43.76012522,-79.416045339,"{u'type': u'Point', u'coordinates': (-79.4160453355, 43.7601252178)}"
23590,584,561946,LOLART SECONDARY SCHOOL,,PR,,87 SHEPPARD AVE W,Private,561946,87,Sheppard Ave W,87 Sheppard Ave W,M2N 1M4,North York,Toronto,,112001,439896,87,,,,6699,311615.715,4846710.616,43.7603313423,-79.4153573417,"{u'type': u'Point', u'coordinates': (-79.4153540908, 43.7603227431)}"
23591,585,14172941,LORD DUFFERIN JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,350 PARLIAMENT ST,English Public,14172941,350,Parliament St,350 Parliament St,M5A 2Z7,former Toronto,Toronto,Lord Dufferin Public School,102001,30073974,350,,,,4162,315530.557,4835661.933999999,43.660824533,-79.366955064,"{u'type': u'Point', u'coordinates': (-79.3669550617, 43.6608245373)}"
23592,586,8105948,LORD LANSDOWNE JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,33 ROBERT ST,English Public,8105948,33,Robert St,33 Robert St,M5S 2K2,former Toronto,Toronto,,115001,14022601,33,,,,844,312711.572,4835450.095,43.65896162560001,-79.4019130913,"{u'type': u'Point', u'coordinates': (-79.401909851, 43.6589530395)}"
23593,587,356987,LORD ROBERTS JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,165 LORD ROBERTS DR,English Public,356987,165,Lord Roberts Dr,165 Lord Roberts Dr,M1K 3W5,Scarborough,Toronto,Lord Roberts Junior Public School,102001,110705,165,,,,8361,323838.021,4844622.904,43.74131778100001,-79.26363733,"{u'type': u'Point', u'coordinates': (-79.2636373333, 43.7413177791)}"
23594,588,541018,LORETTO ABBEY CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,101 MASON BLVD,English Separate,541018,101,Mason Blvd,101 Mason Blvd,M5M 3E2,North York,Toronto,Loretto Abbey Catholic Secondary School,102004,442422,101,,,,6178,311961.99600000004,4844589.324,43.741225318000005,-79.411081822,"{u'type': u'Point', u'coordinates': (-79.4110818264, 43.7412253212)}"
23595,589,10410585,LORETTO COLLEGE SCHOOL,,ES,Toronto Catholic District School Board,151 ROSEMOUNT AVE,English Separate,10410585,151,Rosemount Ave,151 Rosemount Ave,M6H 2N1,former Toronto,Toronto,Loretto College Catholic School,102003,10410573,151,,,,9755,309376.207,4837311.561000001,43.6757452961,-79.44325019979999,"{u'type': u'Point', u'coordinates': (-79.4432469522, 43.6757367137)}"
23596,590,11484484,LOWELL INTERNATIONAL ACADEMY SECONDARY SCHOOL,,PR,,3601 VICTORIA PARK AVE,Private,11484484,3601,Victoria Park Ave,3601 Victoria Park Ave,M1W 3Y3,Scarborough,Toronto,,115001,11484483,3601,,,,370,318021.106,4851533.634,43.8036573024,-79.33568871199999,"{u'type': u'Point', u'coordinates': (-79.3356854772, 43.8036486929)}"
23597,591,366470,LUCY MAUD MONTGOMERY PUBLIC SCHOOL,,EP,Toronto District School Board,95 MURISON BLVD,English Public,366470,95,Murison Blvd,95 Murison Blvd,M1B 2L6,Scarborough,Toronto,Lucy Maud Montgomery Public School,102001,105173,95,,,,8552,328187.69899999996,4850813.67,43.7969254084,-79.20936890760001,"{u'type': u'Point', u'coordinates': (-79.209365718, 43.7969167927)}"
23598,592,13494198,LUCY MCCORMICK SENIOR SCHOOL,,EP,Toronto District School Board,2717 DUNDAS ST W,English Public,13494198,2717,Dundas St W,2717 Dundas St W,M6P 1Y1,former Toronto,Toronto,Lucy McCormick Senior Public School,102001,12189729,2717,,,,558,308011.42699999997,4836077.159,43.664632602,-79.46017997,"{u'type': u'Point', u'coordinates': (-79.4601799672, 43.6646326068)}"
23599,593,9741281,LYCEE FRANCAIS DE TORONTO,,PR,,2327 DUFFERIN ST,Private,9741281,2327,Dufferin St,2327 Dufferin St,M6E 3S5,York,Toronto,D. B. Hood Community School,102005,9741259,2327,,,,557,308921.168,4839295.073,43.693593571,-79.448875066,"{u'type': u'Point', u'coordinates': (-79.4488750654, 43.6935935697)}"
23600,594,316950,LYNNGATE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,129 CASS AVE,English Public,316950,129,Cass Ave,129 Cass Ave,M1T 2B5,Scarborough,Toronto,Lynngate Junior Public School,102001,30100525,129,,,,7523,320846.527,4848543.308999999,43.776676644,-79.300660255,"{u'type': u'Point', u'coordinates': (-79.3006602548, 43.7766766424)}"
23601,595,14174271,LYNNWOOD HEIGHTS JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,50 SOUTHLAWN DR,English Public,14174271,50,Southlawn Dr,50 Southlawn Dr,M1S 1J1,Scarborough,Toronto,Lynnwood Heights Junior Public School,102001,6332545,50,,,,8981,321590.587,4850756.443,43.796580758000005,-79.291347867,"{u'type': u'Point', u'coordinates': (-79.2913478665, 43.7965807576)}"
23602,596,20043689,MAC AL-FURQAN SCHOOL,,PR,,60 TOWN CENTRE CRT,Private,20043689,60,Town Centre Crt,60 Town Centre Crt,M1P 0B1,Scarborough,Toronto,,100001,107849,60,,,,9555,324453.812,4848188.933,43.77339993,-79.255861698,"{u'type': u'Point', u'coordinates': (-79.2558617025, 43.7733999345)}"
23603,597,4833177,MACKENZIE ACADEMY,,PR,,240 DUNCAN MILL RD,Private,4833177,240,Duncan Mill Rd,240 Duncan Mill Rd,M3B 3S6,North York,Toronto,,104008,30005251,240,,,,5455,316760.662,4846928.6280000005,43.762228523299996,-79.35145636979999,"{u'type': u'Point', u'coordinates': (-79.3514531391, 43.7622199228)}"
23604,598,347260,MACKLIN PUBLIC SCHOOL,,EP,Toronto District School Board,136 INGLETON BLVD,English Public,347260,136,Ingleton Blvd,136 Ingleton Blvd,M1V 2Y4,Scarborough,Toronto,Macklin Public School,102001,30058455,136,,,,8163,323504.208,4853562.074,43.821788453,-79.267470043,"{u'type': u'Point', u'coordinates': (-79.2674700421, 43.8217884563)}"
23605,599,7939812,MADINAH ISLAMIC SCHOOL,,PR,,1015 DANFORTH AVE,Private,7939812,1015,Danforth Ave,1015 Danforth Ave,M4J 1M1,former Toronto,Toronto,Jamiatul Muslemin Of Toronto,109001,10010625,1015,,,,86,318017.157,4837842.081,43.6804172238,-79.33607438439999,"{u'type': u'Point', u'coordinates': (-79.3360711684, 43.6804086382)}"
23606,600,376319,MADINATUL ULOOM ACADEMY INC,,PR,,710 PROGRESS AVE,Private,376319,710,Progress Ave,710 Progress Ave,M1H 2X3,Scarborough,Toronto,,113001,107416,710,,,,8740,325127.22,4848774.619,43.778662178599994,-79.2474777657,"{u'type': u'Point', u'coordinates': (-79.2474745696, 43.7786535641)}"
23607,601,376313,MADINATUL-ULOOM ISLAMIC BOYS AND PRIMARY,,PR,,670 PROGRESS AVE,Private,376313,670,Progress Ave,670 Progress Ave,M1H 3A4,Scarborough,Toronto,,113001,107416,670,,,,8740,324915.38399999996,4848672.87,43.7777521079,-79.2501132047,"{u'type': u'Point', u'coordinates': (-79.2501100015, 43.777743498)}"
23608,602,376317,MADINATUL-ULOOM ISLAMIC GIRLS,,PR,,700 PROGRESS AVE,Private,376317,700,Progress Ave,700 Progress Ave,M1H 2Z7,Scarborough,Toronto,,113001,107416,700,,,,8740,325092.252,4848724.788,43.7782145995,-79.2479140583,"{u'type': u'Point', u'coordinates': (-79.247910858, 43.7782059907)}"
23609,603,509514,MADONNA CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,20 DUBRAY AVE,English Separate,509514,20,Dubray Ave,20 Dubray Ave,M3K 1V5,North York,Toronto,Madonna Catholic Secondary School,102004,30105871,20,,,,5441,306614.01399999997,4843273.804,43.729416388999994,-79.47748293800001,"{u'type': u'Point', u'coordinates': (-79.4774829362, 43.7294163955)}"
23610,604,1041845,MADRESATUL BANAAT ALMUSLIMAAT,,PR,,10 VULCAN ST,Private,1041845,10,Vulcan St,10 Vulcan St,M9W 1L2,Etobicoke,Toronto,,113001,908227,10,,,,2724,298462.341,4840593.701,43.70526726600001,-79.57863675600001,"{u'type': u'Point', u'coordinates': (-79.5786367526, 43.7052672727)}"
23611,605,563759,MAGNIFICENT MINDS SCHOOL,,PR,,37 SOUTHBOURNE AVE,Private,563759,37,Southbourne Ave,37 Southbourne Ave,M3H 1A4,North York,Toronto,Adath Israel Congregation,109001,442635,37,,,,6750,310340.026,4844290.036,43.738553857,-79.4312253639,"{u'type': u'Point', u'coordinates': (-79.4312221028, 43.7385452577)}"
23612,606,836897,MALVERN COLLEGIATE INSTITUTE,,EP,Toronto District School Board,55 MALVERN AVE,English Public,836897,55,Malvern Ave,55 Malvern Ave,M4E 3E4,former Toronto,Toronto,Malvern Collegiate Institute,102002,1139888,55,,,,3904,321494.314,4838128.2069999995,43.6829227449,-79.29293953199999,"{u'type': u'Point', u'coordinates': (-79.2929363196, 43.6829141497)}"
23613,607,358756,MALVERN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,70 MAMMOTH HALL TRL,English Public,358756,70,Mammoth Hall Trl,70 Mammoth Hall Trl,M1B 1P6,Scarborough,Toronto,Malvern Junior Public School,102001,30060555,70,,,,8403,326265.214,4850909.705,43.797839456999995,-79.23325194600001,"{u'type': u'Point', u'coordinates': (-79.2332519441, 43.797839461)}"
23614,608,14190806,MALVERN MONTESSORI SCHOOL,,PR,,10 SEWELL'S RD,Private,14190806,10,Sewell's Rd,10 Sewell's Rd,M1B 3G5,Scarborough,Toronto,,109001,30013272,10,,,,8919,327505.922,4851958.533,43.8072515653,-79.2177926072,"{u'type': u'Point', u'coordinates': (-79.2177894185, 43.8072429488)}"
23615,609,359023,MANHATTAN PARK JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,90 MANHATTAN DR,English Public,359023,90,Manhattan Dr,90 Manhattan Dr,M1R 3V8,Scarborough,Toronto,Manhattan Park,102001,109829,90,,,,8407,321284.332,4845953.296,43.753354001000005,-79.295301123,"{u'type': u'Point', u'coordinates': (-79.2953011187, 43.7533540032)}"
23616,610,845017,MANOR MONTESSORI - MOUNT PLEASANT,,PR,,909 MOUNT PLEASANT RD,Private,845017,909,Mount Pleasant Rd,909 Mount Pleasant Rd,M4P 2Z6,former Toronto,Toronto,,112001,1138163,909,,,,4022,313570.744,4841300.45,43.7116127342,-79.391165665,"{u'type': u'Point', u'coordinates': (-79.3911624303, 43.7116041441)}"
23617,611,385409,MAPLE LEAF COLLEGIATE,,PR,,4002 SHEPPARD AVE E,Private,385409,4002,Sheppard Ave E,4002 Sheppard Ave E,M1S 4R5,Scarborough,Toronto,,104008,106853,4002,,,,6698,321871.25899999996,4849325.096,43.7836992787,-79.2879088288,"{u'type': u'Point', u'coordinates': (-79.2879056184, 43.7836906701)}"
23618,612,504683,MAPLE LEAF PUBLIC SCHOOL,,EP,Toronto District School Board,301 CULFORD RD,English Public,504683,301,Culford Rd,301 Culford Rd,M6L 2V4,North York,Toronto,Maple Leaf Public School,102001,445682,301,,,,5309,305583.636,4841655.411,43.71485923109999,-79.4902784881,"{u'type': u'Point', u'coordinates': (-79.4902752212, 43.7148506432)}"
23619,613,336715,MAPLEWOOD HIGH SCHOOL,,EP,Toronto District School Board,120 GALLOWAY RD,English Public,336715,120,Galloway Rd,120 Galloway Rd,M1E 1W7,Scarborough,Toronto,Maplewood High School,102002,109225,120,,,,7948,329367.767,4846594.075,43.7589064601,-79.1948978186,"{u'type': u'Point', u'coordinates': (-79.1948946346, 43.7588978528)}"
23620,614,10750672,MARC GARNEAU COLLEGIATE INSTITUTE,,EP,Toronto District School Board,135 OVERLEA BLVD,English Public,10750672,135,Overlea Blvd,135 Overlea Blvd,M3C 1B3,North York,Toronto,Marc Garneau Collegiate Institute,102002,10750670,135,,,,278,318099.792,4841015.919,43.7089842767,-79.3349711654,"{u'type': u'Point', u'coordinates': (-79.3349679464, 43.7089756854)}"
23621,615,3111592,MARIA MONTESSORI,,PR,,125 BRENTCLIFFE RD,Private,3111592,125,Brentcliffe Rd,125 Brentcliffe Rd,M4G 3Y7,East York,Toronto,Northlea United Church,109001,3111593,125,,,,42,315834.407,4841945.345,43.71738738810001,-79.363062343,"{u'type': u'Point', u'coordinates': (-79.3630591104, 43.717378797)}"
23622,616,4368161,MARIYAH ISLAMIC SCHOOL,,PR,,3665 LAWRENCE AVE E,Private,4368161,3665,Lawrence Ave E,3665 Lawrence Ave E,M1G 1P7,Scarborough,Toronto,,112001,4368146,3665,,,,3828,327311.905,4846744.96,43.7603298881,-79.2204227942,"{u'type': u'Point', u'coordinates': (-79.2204196022, 43.7603212832)}"
23623,617,8354441,MARKET LANE JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,246 THE ESPLANADE,English Public,8354441,246,The Esplanade,246 The Esplanade,M5A 4J6,former Toronto,Toronto,Market Lane Ps Jr. & Sr.,102001,8354438,246,,,,4541,315711.084,4834443.055,43.6498589639,-79.36474462470001,"{u'type': u'Point', u'coordinates': (-79.364741396, 43.6498503803)}"
23624,618,14190826,MARKHAM INTERNATIONAL COLLEGE SCHOOL,,PR,,3195 SHEPPARD AVE E,Private,14190826,3195,Sheppard Ave E,3195 Sheppard Ave E,M1T 3K1,Scarborough,Toronto,,112001,4346973,3195,,,,6698,319903.291,4848634.756,43.777528208199996,-79.3123782962,"{u'type': u'Point', u'coordinates': (-79.31237507, 43.7775196028)}"
23625,619,14244594,MARSHALL MCLUHAN CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,1107 AVENUE RD,English Separate,14244594,1107,Avenue Rd,1107 Avenue Rd,M5N 3B1,former Toronto,Toronto,Marshall McLuhan Catholic School,102004,1138318,1107,,,,2924,312074.532,4840853.838,43.70760883649999,-79.40973840720001,"{u'type': u'Point', u'coordinates': (-79.409735163, 43.7076002457)}"
23626,620,8087277,MARTINGROVE COLLEGIATE INSTITUTE,,EP,Toronto District School Board,50 WINTERTON DR,English Public,8087277,50,Winterton Dr,50 Winterton Dr,M9B 3G7,Etobicoke,Toronto,Martingrove Collegiate Institute,102002,8087278,50,,,,2813,299902.149,4837050.278,43.673391350299994,-79.5607429325,"{u'type': u'Point', u'coordinates': (-79.5607396404, 43.6733827723)}"
23627,621,14207557,MARY MOTHER OF GOD,,PR,,1515A QUEEN ST W,Private,14207557,1515A,Queen St W,1515A Queen St W,M6R 1A5,former Toronto,Toronto,,115001,10759863,1515,A,,,4238,309524.769,4833262.124,43.639293983,-79.44144319649999,"{u'type': u'Point', u'coordinates': (-79.4414399435, 43.6392854033)}"
23628,622,6947413,MARY SHADD PUBLIC SCHOOL,,EP,Toronto District School Board,135 HUPFIELD TRL,English Public,6947413,135,Hupfield Trl,135 Hupfield Trl,M1B 4R6,Scarborough,Toronto,Mary Shadd Public School,102001,6947409,135,,,,11329,327460.203,4852753.039,43.8144043187,-79.218327238,"{u'type': u'Point', u'coordinates': (-79.2183240429, 43.814395698)}"
