_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
24050,1044,14072150,THE AMBASSADORS OF GOD ACADEMY,,PR,,807 ARROW RD,Private,14072150,807,Arrow Rd,807 Arrow Rd,M9M 2L4,North York,Toronto,,115001,9038133,807,,,,4829,302222.032,4845470.0139999995,43.7491912917,-79.53201372560001,"{u'type': u'Point', u'coordinates': (-79.5320104306, 43.749182702)}"
24051,1045,10318427,THE ANNE AND MAX TANENBAUM HEBREW ACADEMY OF TORONTO,,PR,,200 WILMINGTON AVE,Private,10318427,200,Wilmington Ave,200 Wilmington Ave,M3H 5J8,North York,Toronto,Community Hebrew Academy Of Toronto,115001,30096465,200,,,,7095,308245.115,4846882.743,43.761895423999995,-79.457213215,"{u'type': u'Point', u'coordinates': (-79.4572132148, 43.7618954251)}"
24052,1046,789628,THE CLAREMONT SCHOOL,,PR,,310 DANFORTH AVE,Private,789628,310,Danforth Ave,310 Danforth Ave,M4K 1N6,former Toronto,Toronto,Eastminister United Church,109001,1140720,310,,,,86,316594.269,4837521.901000001,43.677559136000006,-79.3537290358,"{u'type': u'Point', u'coordinates': (-79.3537258057, 43.6775505519)}"
24053,1047,8680074,THE DALTON SCHOOL,,PR,,906 YONGE ST,Private,8680074,906,Yonge St,906 Yonge St,M4W 2J2,former Toronto,Toronto,,115001,8680067,906,,,,4733,313761.494,4837088.819,43.673700388,-79.3888686337,"{u'type': u'Point', u'coordinates': (-79.3888654015, 43.6736918063)}"
24054,1048,347231,THE DIVINE INFANT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,30 INGLETON BLVD,English Separate,347231,30,Ingleton Blvd,30 Ingleton Blvd,M1V 3H7,Scarborough,Toronto,The Divine Infant Catholic School,102003,103236,30,,,,8163,323274.035,4853563.991,43.8218201139,-79.27033467220001,"{u'type': u'Point', u'coordinates': (-79.2703314545, 43.8218114975)}"
24055,1049,7974530,THE DRAGON ACADEMY,,PR,,35 PRINCE ARTHUR AVE,Private,7974530,35,Prince Arthur Ave,35 Prince Arthur Ave,M5R 1B2,former Toronto,Toronto,,115001,7974513,35,,,,4223,313100.87899999996,4836588.848999999,43.6692076736,-79.39706883470001,"{u'type': u'Point', u'coordinates': (-79.3970655957, 43.6691990909)}"
24056,1050,792821,THE DUNBLAINE SCHOOL,,PR,,21 DELORAINE AVE,Private,792821,21,Deloraine Ave,21 Deloraine Ave,M5M 2A8,former Toronto,Toronto,,100001,14036780,21,,,,3285,312407.72,4843734.91,43.7335387183,-79.4055633846,"{u'type': u'Point', u'coordinates': (-79.4055601341, 43.7335301212)}"
24057,1051,1003702,THE ELMS JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,45 GOLFDOWN DR,English Public,1003702,45,Golfdown Dr,45 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,The Elms Junior Middle School,106007,907618,45,,,,1690,300601.12,4842476.199,43.722227299,-79.552113787,"{u'type': u'Point', u'coordinates': (-79.5521137886, 43.7222272978)}"
24058,1052,13967405,THE GILES SCHOOL,,PR,,80 SCARSDALE RD,Private,13967405,80,Scarsdale Rd,80 Scarsdale Rd,M3B 2R7,North York,Toronto,,104008,30084194,80,,,,6662,316424.249,4845606.206,43.750321936999995,-79.355659863,"{u'type': u'Point', u'coordinates': (-79.3556598619, 43.7503219376)}"
24059,1053,7583849,THE GREAT LAKES COLLEGE,,PR,,323 KEELE ST,Private,7583849,323,Keele St,323 Keele St,M6P 2K6,former Toronto,Toronto,,102005,14014792,323,,,,703,307728.093,4836024.337,43.664158302,-79.46369344899999,"{u'type': u'Point', u'coordinates': (-79.463693448, 43.6641583079)}"
24060,1054,10527839,THE GROVE COMMUNITY SCHOOL,,EP,Toronto District School Board,108 GLADSTONE AVE,English Public,10527839,108,Gladstone Ave,108 Gladstone Ave,M6J 3L2,former Toronto,Toronto,Alexander Muir/Gladstone Ave Junior and Senior Public School,102001,10527836,108,,,,3506,310540.136,4834011.231000001,43.646021246000004,-79.428847257,"{u'type': u'Point', u'coordinates': (-79.4288472632, 43.6460212506)}"
24061,1055,7665465,THE HANEY CENTRE,,EP,Toronto District School Board,64 HANEY AVE,English Public,7665465,64,Haney Ave,64 Haney Ave,M6N 2E5,York,Toronto,Haney Centre,102001,7665456,64,,,,641,304874.06899999996,4837018.398,43.6731205249,-79.4990847296,"{u'type': u'Point', u'coordinates': (-79.4990814534, 43.6731119434)}"
24062,1056,487645,THE JUNIOR ACADEMY INC,,PR,,2454 BAYVIEW AVE,Private,487645,2454,Bayview Ave,2454 Bayview Ave,M2L 1A6,North York,Toronto,,100001,30004745,2454,,,,24,314186.36100000003,4844624.529,43.7415259823,-79.3834683972,"{u'type': u'Point', u'coordinates': (-79.3834651508, 43.7415173888)}"
24063,1057,570867,THE LAUREL SCHOOL,,PR,,44 UPJOHN RD,Private,570867,44,Upjohn Rd,44 Upjohn Rd,M3B 2W1,North York,Toronto,,104008,441038,44,,,,6969,316879.571,4845713.39,43.751288038599995,-79.3500068974,"{u'type': u'Point', u'coordinates': (-79.350003666, 43.7512794395)}"
24064,1058,861476,THE LINDEN,,PR,,10 ROSEHILL AVE,Private,861476,10,Rosehill Ave,10 Rosehill Ave,M4T 1G5,former Toronto,Toronto,,112001,14021216,10,,,,4320,313449.42600000004,4838513.983,43.686532417600006,-79.3927158471,"{u'type': u'Point', u'coordinates': (-79.392712602, 43.6865238299)}"
24065,1059,854382,THE MABIN SCHOOL,,PR,,50 POPLAR PLAINS RD,Private,854382,50,Poplar Plains Rd,50 Poplar Plains Rd,M4V 2M8,former Toronto,Toronto,,102005,1140569,50,,,,4208,312590.387,4837688.999,43.679107408,-79.403380019,"{u'type': u'Point', u'coordinates': (-79.4033800163, 43.679107408)}"
24066,1060,7955674,THE MILDENHALL MONTESSORI SCHOOL,,PR,,35 OURLAND AVE,Private,7955674,35,Ourland Ave,35 Ourland Ave,M8Z 4E1,Etobicoke,Toronto,High Park Centennial Montessori School,115001,7955671,35,,,,2233,304173.776,4830700.026000001,43.616246250299994,-79.50776189770001,"{u'type': u'Point', u'coordinates': (-79.5077586235, 43.6162376775)}"
24067,1061,510861,THE PRESTIGE SCHOOL,,PR,,21 EDDFIELD AVE,Private,510861,21,Eddfield Ave,21 Eddfield Ave,M2N 2M5,North York,Toronto,St. Edward Catholic School,102003,439974,21,,,,5476,310571.11199999996,4846775.6680000005,43.7609257618,-79.428329796,"{u'type': u'Point', u'coordinates': (-79.4283265422, 43.7609171592)}"
24068,1062,8293071,THE STERLING HALL SCHOOL,,PR,,99 CARTWRIGHT AVE,Private,8293071,99,Cartwright Ave,99 Cartwright Ave,M6A 1V4,North York,Toronto,,115001,8293068,99,,,,5136,307731.17600000004,4842454.0139999995,43.7220422835,-79.4636235116,"{u'type': u'Point', u'coordinates': (-79.4636202523, 43.7220336957)}"
24069,1063,30041280,THE STUDENT SCHOOL,,EP,Toronto District School Board,160 GLENDONWYNNE RD,English Public,30041280,160,Glendonwynne Rd,160 Glendonwynne Rd,M6P 0A5,former Toronto,Toronto,Entrance to Specialty School,102005,1144630,160,,,,3537,306886.011,4835234.339,43.6570501,-79.474137804,"{u'type': u'Point', u'coordinates': (-79.4741378105, 43.6570501034)}"
24070,1064,13494039,THE STUDY ACADEMY,,PR,,2040 YONGE ST,Private,13494039,2040,Yonge St,2040 Yonge St,M4S 1Z9,former Toronto,Toronto,,115001,10392225,2040,,,,4733,313058.016,4840157.491,43.7013305452,-79.39754570560001,"{u'type': u'Point', u'coordinates': (-79.3975424694, 43.7013219561)}"
24071,1065,7283706,THE STUDY SCHOOL,,PR,,20 GLEBE RD E,Private,7283706,20,Glebe Rd E,20 Glebe Rd E,M4S 1N6,former Toronto,Toronto,Glebe Road United Church,109001,7283659,20,,,,3509,313159.955,4840184.754,43.7015748109,-79.3962805186,"{u'type': u'Point', u'coordinates': (-79.3962772746, 43.701566217)}"
24072,1066,5440160,THE TALENT ACADEMY SCHOOL - MORNINGSIDE,,PR,,8130 SHEPPARD AVE E,Private,5440160,8130,Sheppard Ave E,8130 Sheppard Ave E,M1B 3W3,Scarborough,Toronto,,104008,5439765,8130,,,,6698,329061.743,4851445.761,43.802586723400005,-79.1984788659,"{u'type': u'Point', u'coordinates': (-79.1984756821, 43.8025781079)}"
24073,1067,13971545,THE TORONTO FRENCH SCHOOL - JR LAWRENCE,,PR,,296 LAWRENCE AVE E,Private,13971545,296,Lawrence Ave E,296 Lawrence Ave E,M4N 1T7,North York,Toronto,,102008,10133024,296,,,,3828,314063.96,4843167.319,43.728410874,-79.3850131429,"{u'type': u'Point', u'coordinates': (-79.3850098991, 43.7284022756)}"
24074,1068,10133740,THE TORONTO FRENCH SCHOOL - SR LAWRENCE,,PR,,318 LAWRENCE AVE E,Private,10133740,318,Lawrence Ave E,318 Lawrence Ave E,M4N 1T7,North York,Toronto,,102008,10133024,318,,,,3828,314205.085,4843118.855,43.7279728574,-79.3832622627,"{u'type': u'Point', u'coordinates': (-79.3832590176, 43.7279642648)}"
24075,1069,9847310,THE TORONTO HESCHEL SCHOOL,,PR,,819 SHEPPARD AVE W,Private,9847310,819,Sheppard Ave W,819 Sheppard Ave W,M3H 2T3,North York,Toronto,St. Robert,102003,9847309,819,,,,6699,308758.23699999996,4845821.406,43.7523481666,-79.4508515549,"{u'type': u'Point', u'coordinates': (-79.450848292, 43.7523395666)}"
24076,1070,8608458,THE VILLAGE SHUL SUPPL SCHOOL,,PR,,1072 EGLINTON AVE W,Private,8608458,1072,Eglinton Ave W,1072 Eglinton Ave W,M6C 2E2,former Toronto,Toronto,,115001,8608450,1072,,,,571,310326.458,4840006.315,43.699995120299995,-79.4314377873,"{u'type': u'Point', u'coordinates': (-79.43143453, 43.6999865326)}"
24077,1071,20056424,THE WATERFRONT SCHOOL,,EP,Toronto District School Board,635 QUEENS QUAY W,English Public,20056424,635,Queens Quay W,635 Queens Quay W,M5V 3G3,former Toronto,Toronto,Waterfront School,102001,14130691,635,,,,4244,313095.644,4832872.7,43.63575739189999,-79.3971908313,"{u'type': u'Point', u'coordinates': (-79.3971875912, 43.6357488158)}"
24078,1072,7762681,THE YMCA ACADEMY,,PR,,15 BREADALBANE ST,Private,7762681,15,Breadalbane St,15 Breadalbane St,M4Y 1C2,former Toronto,Toronto,,115001,14673181,15,,,,3056,314087.515,4835970.665,43.663631530699995,-79.3848447836,"{u'type': u'Point', u'coordinates': (-79.384841554, 43.6636229486)}"
24079,1073,7274135,THE YORK - JR SCHOOL,,PR,,1639 YONGE ST,Private,7274135,1639,Yonge St,1639 Yonge St,M4T 2W6,former Toronto,Toronto,,104008,30118753,1639,,,,4733,313268.87,4839098.886,43.691790782,-79.39494303,"{u'type': u'Point', u'coordinates': (-79.3949430242, 43.6917907885)}"
24080,1074,887762,THE YORK - MDL AND SR SCHOOL,,PR,,1320 YONGE ST,Private,887762,1320,Yonge St,1320 Yonge St,M4T 1X2,former Toronto,Toronto,,104008,1139757,1320,,,,4733,313421.283,4838300.315,43.684609460299995,-79.3930683453,"{u'type': u'Point', u'coordinates': (-79.3930651035, 43.6846008694)}"
24081,1075,1001687,THISTLETOWN COLLEGIATE INSTITUTE,,EP,Toronto District School Board,20 FORDWICH CRES,English Public,1001687,20,Fordwich Cres,20 Fordwich Cres,M9W 2T4,Etobicoke,Toronto,Thistletown Collegiate Institute,102002,907494,20,,,,1624,299768.564,4843087.719,43.7277351459,-79.5624559414,"{u'type': u'Point', u'coordinates': (-79.562452649, 43.7277265566)}"
24082,1076,14310229,THOMAS L WELLS PUBLIC SCHOOL,,EP,Toronto District School Board,69 NIGHTSTAR RD,English Public,14310229,69,Nightstar Rd,69 Nightstar Rd,M1X 1V6,Scarborough,Toronto,Thomas L Wells Public School,102001,14310896,69,,,,18022,326828.958,4853851.256,43.824299805,-79.226125413,"{u'type': u'Point', u'coordinates': (-79.2261254164, 43.8242998089)}"
24083,1077,3829444,THORNCLIFFE PARK PUBLIC SCHOOL,,EP,Toronto District School Board,80 THORNCLIFFE PARK DR,English Public,3829444,80,Thorncliffe Park Dr,80 Thorncliffe Park Dr,M4H 1K3,East York,Toronto,Thorncliffe Park Public School,102001,3829449,80,,,,354,317418.05,4840616.2469999995,43.705390041,-79.343436754,"{u'type': u'Point', u'coordinates': (-79.3434367551, 43.7053900432)}"
24084,1078,376326,THREE FISHES CHRISTIAN ELEMENTARY SCHOOL,,PR,,801 PROGRESS AVE,Private,376326,801,Progress Ave,801 Progress Ave,M1H 2X4,Scarborough,Toronto,,113001,107078,801,,,,8740,325476.583,4848894.376,43.7797304437,-79.2431330563,"{u'type': u'Point', u'coordinates': (-79.2431298545, 43.7797218333)}"
24085,1079,568636,THREE VALLEYS PUBLIC SCHOOL,,EP,Toronto District School Board,76 THREE VALLEYS DR,English Public,568636,76,Three Valleys Dr,76 Three Valleys Dr,M3A 3B7,North York,Toronto,Three Valleys Public School,102001,441061,76,,,,6895,317878.245,4845648.75,43.75068065399999,-79.337604399,"{u'type': u'Point', u'coordinates': (-79.3376043958, 43.7506806575)}"
24086,1080,565850,TIFERES BAIS YAAKOV HIGH SCHOOL,,PR,,85 STORMONT AVE,Private,565850,85,Stormont Ave,85 Stormont Ave,M5N 2C3,North York,Toronto,,102005,445031,85,,,,6805,310542.858,4842053.169,43.718409152,-79.428727878,"{u'type': u'Point', u'coordinates': (-79.4287278796, 43.7184091585)}"
24087,1081,391661,TIMBERBANK JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,170 TIMBERBANK BLVD,English Public,391661,170,Timberbank Blvd,170 Timberbank Blvd,M1W 2A3,Scarborough,Toronto,Timberbank Junior Public School,102001,106097,170,,,,9087,320309.38899999997,4850185.683,43.7914798695,-79.307288611,"{u'type': u'Point', u'coordinates': (-79.3072853889, 43.7914712562)}"
24088,1082,999348,TIMOTHY CHRISTIAN,,PR,,28 ELMHURST DR,Private,999348,28,Elmhurst Dr,28 Elmhurst Dr,M9W 2J5,Etobicoke,Toronto,,102005,907576,28,,,,1544,300474.11,4842778.176,43.724944737,-79.553692585,"{u'type': u'Point', u'coordinates': (-79.5536925816, 43.7249447361)}"
24089,1083,324647,TOM LONGBOAT JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,37 CROW TRL,English Public,324647,37,Crow Trl,37 Crow Trl,M1B 1X6,Scarborough,Toronto,Tom Longboat Junior Public School,102001,104120,37,,,,7689,326391.435,4852310.7,43.810454784099996,-79.2316301617,"{u'type': u'Point', u'coordinates': (-79.231626966, 43.8104461724)}"
24090,1084,7415223,TOPCLIFF PUBLIC SCHOOL,,EP,Toronto District School Board,65 TOPCLIFF AVE,English Public,7415223,65,Topcliff Ave,65 Topcliff Ave,M3N 1L6,North York,Toronto,Topcliff Public School,102001,7399132,65,,,,6921,303941.675,4846180.853999999,43.755585095,-79.51065888800001,"{u'type': u'Point', u'coordinates': (-79.5106588918, 43.7555851004)}"
24091,1085,487320,TORAH HIGH - PROSSERMAN JCC CAMPUS,,PR,,4588 BATHURST ST,Private,487320,4588,Bathurst St,4588 Bathurst St,M2R 1W6,North York,Toronto,Prosserman Jewish Community Centre,106005,30007983,4588,,,,436,309496.907,4846986.584,43.7628318371,-79.4416688832,"{u'type': u'Point', u'coordinates': (-79.4416656175, 43.7628232394)}"
24092,1086,5266268,TORONTO CENTRAL ACADEMY SECONDARY SCHOOL,,PR,,200 SHEPPARD AVE E,Private,5266268,200,Sheppard Ave E,200 Sheppard Ave E,M2N 3A9,North York,Toronto,,104008,20041067,200,,,,6698,312717.72,4847105.129,43.763871466000005,-79.4016654891,"{u'type': u'Point', u'coordinates': (-79.4016622431, 43.7638628672)}"
24093,1087,9246495,TORONTO CHEDER BOYS,,PR,,3995 BATHURST ST,Private,9246495,3995,Bathurst St,3995 Bathurst St,M3H 5V3,North York,Toronto,,104008,9246492,3995,,,,436,310011.23600000003,4844910.382,43.7441401065,-79.4353011795,"{u'type': u'Point', u'coordinates': (-79.4352979243, 43.7441315067)}"
24094,1088,30113992,TORONTO HARVARD INTERNATIONAL ACADEMY,,PR,,513 MCNICOLL AVE,Private,30113992,513,McNicoll Ave,513 McNicoll Ave,M2H 2C9,North York,Toronto,,115001,11484469,513,,,,6195,317767.314,4851527.267,43.803595876,-79.33883979699999,"{u'type': u'Point', u'coordinates': (-79.338839796, 43.8035958742)}"
24095,1089,9270564,TORONTO INTERNATIONAL COLLEGE SECONDARY SCHOOL,,PR,,3550 VICTORIA PARK AVE,Private,9270564,3550,Victoria Park Ave,3550 Victoria Park Ave,M2H 2N5,North York,Toronto,,115001,9270561,3550,,,,370,317880.214,4851782.032,43.80589566020001,-79.3374336692,"{u'type': u'Point', u'coordinates': (-79.3374304406, 43.8058870474)}"
24096,1090,30024007,TORONTO NOBEL ACADEMY,,PR,,6305 YONGE ST,Private,30024007,6305,Yonge St,6305 Yonge St,M2M 3X7,North York,Toronto,,112001,7195911,6305,,,,4733,311306.382,4850641.257,43.7957144164,-79.4191513574,"{u'type': u'Point', u'coordinates': (-79.4191481043, 43.7957058149)}"
24097,1091,7324226,TORONTO PREP SCHOOL,,PR,,250 DAVISVILLE AVE,Private,7324226,250,Davisville Ave,250 Davisville Ave,M4S 1H2,former Toronto,Toronto,,115001,7324227,250,,,,3271,313946.75399999996,4840079.646000001,43.70061943140001,-79.3865204265,"{u'type': u'Point', u'coordinates': (-79.3865171901, 43.7006108373)}"
24098,1092,7131434,TORONTO PREPARATORY ACADEMY SECONDARY SCHOOL,,PR,,5460 YONGE ST,Private,7131434,5460,Yonge St,5460 Yonge St,M2N 6K7,North York,Toronto,,100001,7131429,5460,,,,4733,311600.055,4848586.187,43.7772138133,-79.41552806989999,"{u'type': u'Point', u'coordinates': (-79.4155248191, 43.7772052097)}"
24099,1093,13503328,TORONTO PRIVATE SCHOOL OF GIFTEDNESS,,PR,,201 CONSUMERS RD,Private,13503328,201,Consumers Rd,201 Consumers Rd,M2J 4G8,North York,Toronto,,104008,438551,201,,,,5264,318304.724,4848029.376,43.772109979899994,-79.3322520985,"{u'type': u'Point', u'coordinates': (-79.3322488675, 43.7721013757)}"
24100,1094,6624393,TORONTO URBAN STUDIES CENTER,,EP,Toronto District School Board,800 GREENWOOD AVE,English Public,6624393,800,Greenwood Ave,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,102002,6620281,800,,,,181,318176.38899999997,4838112.37,43.6828473205,-79.3340927805,"{u'type': u'Point', u'coordinates': (-79.3340895607, 43.6828387343)}"
24101,1095,13974326,TOWN CENTRE LINC,,EP,Toronto District School Board,1457 MCCOWAN RD,English Public,13974326,1457,McCowan Rd,1457 McCowan Rd,M1S 5K7,Scarborough,Toronto,,112001,106751,1457,,,,8454,324435.43,4849502.09,43.7852288564,-79.25604518680001,"{u'type': u'Point', u'coordinates': (-79.2560419864, 43.7852202476)}"
24102,1096,1015960,TRANSFIGURATION OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,55 LUDSTONE DR,English Separate,1015960,55,Ludstone Dr,55 Ludstone Dr,M9R 2J2,Etobicoke,Toronto,Transfiguration Catholic School,102003,908869,55,,,,2030,299731.832,4839065.5,43.691529843199994,-79.5628740281,"{u'type': u'Point', u'coordinates': (-79.5628707286, 43.6915212587)}"
24103,1097,384158,TREDWAY WOODSWORTH PUBLIC SCHOOL,,EP,Toronto District School Board,112 SEDGEMOUNT DR,English Public,384158,112,Sedgemount Dr,112 Sedgemount Dr,M1H 1X9,Scarborough,Toronto,William Tredway Junior Public School,102001,108752,112,,,,8914,326114.8,4847264.512,43.765033216999996,-79.235265936,"{u'type': u'Point', u'coordinates': (-79.2352659357, 43.7650332154)}"
24104,1098,570542,TUMPANE PUBLIC SCHOOL,,EP,Toronto District School Board,48 TUMPANE ST,English Public,570542,48,Tumpane St,48 Tumpane St,M3M 1L8,North York,Toronto,Tumpane Public School,102001,444319,48,,,,6955,304618.317,4842960.146000001,43.7266038671,-79.5022583759,"{u'type': u'Point', u'coordinates': (-79.502255096, 43.7265952807)}"
24105,1099,6735913,TWENTIETH STREET JUNIOR SCHOOL,,EP,Toronto District School Board,3190 LAKE SHORE BLVD W,English Public,6735913,3190,Lake Shore Blvd W,3190 Lake Shore Blvd W,M8V 1L8,Etobicoke,Toronto,Twentieth Street Junior Public School,102001,6735911,3190,,,,1962,303190.232,4828671.565,43.597985717600004,-79.519941516,"{u'type': u'Point', u'coordinates': (-79.519938243, 43.5979771531)}"
24106,1100,9531675,TYNDALE UNIVERSITY COLLEGE AND SEMINARY SCHOOL - BAYVIEW CAMPUS,,PR,,3377 BAYVIEW AVE,Private,9531675,3377,Bayview Ave,3377 Bayview Ave,M2M 3S4,North York,Toronto,St. Joseph's Convent,115001,9531674,3377,,,,24,313484.373,4850802.733,43.7971455345,-79.3920838602,"{u'type': u'Point', u'coordinates': (-79.392080611, 43.7971369281)}"
24107,1101,5353637,UM AL-QURA ISLAMIC,,PR,,1510 BIRCHMOUNT RD,Private,5353637,1510,Birchmount Rd,1510 Birchmount Rd,M1P 2G6,Scarborough,Toronto,,113001,5353633,1510,,,,7365,321635.499,4846481.869,43.7581124684,-79.2909270822,"{u'type': u'Point', u'coordinates': (-79.2909238665, 43.7581038671)}"
24108,1102,385455,UNIQUE CHINESE SCHOOL - MIDLAND CAMPUS,,PR,,4271 SHEPPARD AVE E,Private,385455,4271,Sheppard Ave E,4271 Sheppard Ave E,M1S 4G4,Scarborough,Toronto,,107005,106651,4271,,,,6698,322856.585,4849531.964,43.7855379462,-79.2756602038,"{u'type': u'Point', u'coordinates': (-79.2756569937, 43.785529333)}"
24109,1103,385358,UNIQUE CHINESE SCHOOL - PHARMACY CAMPUS,,PR,,3143 SHEPPARD AVE E,Private,385358,3143,Sheppard Ave E,3143 Sheppard Ave E,M1T 3J7,Scarborough,Toronto,Wishing Well Acres Baptist,109001,107506,3143,,,,6698,319610.98600000003,4848520.423,43.7765049901,-79.3160126671,"{u'type': u'Point', u'coordinates': (-79.3160094489, 43.7764963816)}"
24110,1104,20029617,"UNIVERSITY OF GUELPH, HUMBER COLLEGE",,U,,207 HUMBER COLLEGE BLVD,University,20029617,207,Humber College Blvd,207 Humber College Blvd,,Etobicoke,Toronto,University of Guelph Campus,102007,20232386,207,,,,1827,296270.592,4843144.1,43.728202079,-79.605872031,"{u'type': u'Point', u'coordinates': (-79.6058720271, 43.7282020852)}"
